date,mine_id,zone_id,shift,planned_tonnage,actual_tonnage,shortfall_tonnage,ore_grade_mined,hauling_trips,blasting_status,blasting_delay_hours,timestamp
2026-02-25,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-B,398,386,12,41.3,46,Completed,0.0,2026-02-25T16:00:00Z
2026-02-25,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-C,385,390,0,38.6,57,Completed,0.0,2026-02-26T00:00:00Z
2026-02-26,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-A,393,363,30,40.3,46,Completed,0.0,2026-02-26T08:00:00Z
2026-02-26,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-B,355,354,1,38.4,54,Completed,0.0,2026-02-26T16:00:00Z
2026-02-26,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-C,388,385,3,39.5,54,Completed,0.0,2026-02-27T00:00:00Z
2026-02-27,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-A,344,336,8,41.2,52,Delayed,1.0,2026-02-27T08:00:00Z
2026-02-27,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-B,402,380,22,40.0,40,Completed,0.0,2026-02-27T16:00:00Z
2026-02-27,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-C,342,316,26,39.2,44,Completed,0.0,2026-02-28T00:00:00Z
2026-02-28,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-A,369,377,0,38.3,43,Completed,0.0,2026-02-28T08:00:00Z
2026-02-28,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-B,341,323,18,43.8,44,Completed,0.0,2026-02-28T16:00:00Z
2026-02-28,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-C,411,385,26,43.7,57,Completed,0.0,2026-03-01T00:00:00Z
2026-03-01,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-A,374,373,1,39.2,53,Completed,0.0,2026-03-01T08:00:00Z
2026-03-01,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-B,416,425,0,37.9,32,Completed,0.0,2026-03-01T16:00:00Z
2026-03-01,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-C,373,352,21,40.2,56,Completed,0.0,2026-03-02T00:00:00Z
2026-03-02,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-A,392,363,29,42.6,32,Completed,0.0,2026-03-02T08:00:00Z
2026-03-02,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-B,387,402,0,39.2,58,Completed,0.0,2026-03-02T16:00:00Z
2026-03-02,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-C,405,407,0,41.4,43,Completed,0.0,2026-03-03T00:00:00Z
2026-03-03,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-A,405,399,6,39.3,35,Completed,0.0,2026-03-03T08:00:00Z
2026-03-03,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-B,404,394,10,38.3,51,Completed,0.0,2026-03-03T16:00:00Z
2026-03-03,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-C,378,389,0,39.0,34,Delayed,1.4,2026-03-04T00:00:00Z
2026-03-04,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-A,407,416,0,41.4,44,Completed,0.0,2026-03-04T08:00:00Z
2026-03-04,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-B,350,364,0,41.1,44,Completed,0.0,2026-03-04T16:00:00Z
2026-03-04,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-C,374,356,18,41.7,50,Completed,0.0,2026-03-05T00:00:00Z
2026-03-05,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-A,386,368,18,41.7,45,Completed,0.0,2026-03-05T08:00:00Z
2026-03-05,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-B,350,338,12,43.3,43,Delayed,1.5,2026-03-05T16:00:00Z
2026-03-05,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-C,349,345,4,40.3,34,Completed,0.0,2026-03-06T00:00:00Z
2026-03-06,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-A,366,354,12,39.8,37,Completed,0.0,2026-03-06T08:00:00Z
2026-03-06,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-B,369,385,0,40.8,42,Completed,0.0,2026-03-06T16:00:00Z
2026-03-06,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-C,363,354,9,41.8,52,Completed,0.0,2026-03-07T00:00:00Z
2026-03-07,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-A,344,325,19,38.7,39,Completed,0.0,2026-03-07T08:00:00Z
2026-03-07,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-B,402,417,0,38.7,38,Completed,0.0,2026-03-07T16:00:00Z
2026-03-07,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-C,376,386,0,41.5,57,Completed,0.0,2026-03-08T00:00:00Z
2026-03-08,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-A,412,394,18,39.8,38,Completed,0.0,2026-03-08T08:00:00Z
2026-03-08,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-B,357,343,14,39.8,47,Completed,0.0,2026-03-08T16:00:00Z
2026-03-08,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-C,346,330,16,39.7,48,Completed,0.0,2026-03-09T00:00:00Z
2026-03-09,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-A,383,400,0,39.6,51,Completed,0.0,2026-03-09T08:00:00Z
2026-03-09,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-B,403,386,17,38.3,52,Completed,0.0,2026-03-09T16:00:00Z
2026-03-09,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-C,354,335,19,40.5,56,Completed,0.0,2026-03-10T00:00:00Z
2026-03-10,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-A,378,247,131,39.7,49,Delayed,2.2,2026-03-10T08:00:00Z
2026-03-10,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-B,371,276,95,43.8,50,Delayed,3.4,2026-03-10T16:00:00Z
2026-03-10,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-C,417,282,135,43.6,44,Delayed,2.5,2026-03-11T00:00:00Z
2026-03-11,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-A,381,251,130,38.8,46,Delayed,2.5,2026-03-11T08:00:00Z
2026-03-11,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-B,397,291,106,42.9,40,Delayed,2.0,2026-03-11T16:00:00Z
2026-03-11,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-C,341,222,119,43.2,34,Delayed,3.2,2026-03-12T00:00:00Z
2026-03-12,MINE_BALAGHAT_01,ZONE_SOUTH_C,Shift-A,399,262,137,41.3,53,Delayed,3.0,2026-03-12T08:00:00Z
2026-03-12,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-B,394,264,130,43.0,42,Delayed,2.1,2026-03-12T16:00:00Z
2026-03-12,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-C,341,244,97,39.9,33,Completed,0.0,2026-03-13T00:00:00Z
2026-03-13,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-A,366,247,119,38.0,44,Completed,0.0,2026-03-13T08:00:00Z
2026-03-13,MINE_BALAGHAT_01,ZONE_NORTH_A,Shift-B,395,303,92,41.9,41,Delayed,2.1,2026-03-13T16:00:00Z
2026-03-13,MINE_BALAGHAT_01,ZONE_CENTRAL_B,Shift-C,388,268,120,41.2,58,Completed,0.0,2026-03-14T00:00:00Z
2025-12-05,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,213.5,6.5,41.3,10,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,267.6,0.0,40.1,12,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,173.2,6.8,43.1,8,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,334.9,5.1,43.7,15,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,248.5,131.5,39.0,11,Completed,0.9,2025-12-05T22:00:00Z
2025-12-05,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,205.6,0.0,41.6,9,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,464.5,15.5,41.0,21,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,521.5,0.0,39.1,24,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,160.9,79.1,39.1,7,Completed,0.6,2025-12-05T22:00:00Z
2025-12-05,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,57.7,2.3,41.7,3,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,290.2,0.0,44.0,13,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,237.0,3.0,41.2,11,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,157.0,0.0,43.5,7,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,194.6,85.4,39.7,9,Postponed_Rain,1.6,2025-12-05T22:00:00Z
2025-12-05,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,240.3,0.0,39.6,11,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,158.4,1.6,42.6,7,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,318.7,0.0,41.2,14,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,263.6,6.4,40.9,12,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,139.7,30.3,41.1,6,Delayed_Misfire,2.9,2025-12-05T22:00:00Z
2025-12-05,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,320.2,9.8,40.3,15,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,278.2,11.8,39.4,13,Completed,0.0,2025-12-05T22:00:00Z
2025-12-05,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,183.0,7.0,39.8,8,Completed,0.0,2025-12-05T22:00:00Z
2025-12-06,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,220.4,0.0,44.0,10,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,247.2,12.8,40.1,11,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,136.7,43.3,37.9,6,Postponed_Rain,3.1,2025-12-06T22:00:00Z
2025-12-06,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,345.3,0.0,41.0,16,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,370.7,9.3,39.9,17,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,201.2,0.0,43.9,9,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,460.6,19.4,43.4,21,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,393.3,116.7,40.8,18,Delayed_Misfire,2.3,2025-12-06T22:00:00Z
2025-12-06,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,247.4,0.0,42.9,11,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,57.5,2.5,40.7,3,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,292.3,0.0,40.8,13,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,234.0,6.0,43.7,11,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,148.5,1.5,39.3,7,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,272.7,7.3,41.5,12,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,235.2,0.0,42.8,11,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,152.2,7.8,41.6,7,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,325.3,0.0,41.4,15,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,275.2,0.0,40.3,13,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,161.6,8.4,42.5,7,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,316.4,13.6,41.4,14,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,290.9,0.0,42.3,13,Completed,0.0,2025-12-06T22:00:00Z
2025-12-06,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,192.5,0.0,42.0,9,Completed,0.0,2025-12-06T22:00:00Z
2025-12-07,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,228.9,0.0,41.8,10,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,220.8,39.2,41.6,10,Delayed_Misfire,3.6,2025-12-07T22:00:00Z
2025-12-07,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,100.5,79.5,37.6,5,Suspended_Pit_Inundation,5.0,2025-12-07T22:00:00Z
2025-12-07,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,332.3,7.7,41.9,15,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,373.0,7.0,43.1,17,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,200.3,0.0,39.7,9,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,391.9,88.1,38.7,18,Delayed_Misfire,2.1,2025-12-07T22:00:00Z
2025-12-07,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,510.6,0.0,39.5,23,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,236.2,3.8,43.0,11,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,61.7,0.0,42.8,3,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,277.0,13.0,42.5,13,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,228.7,11.3,42.4,10,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,149.9,0.1,44.0,7,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,293.5,0.0,43.2,13,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,241.4,0.0,40.3,11,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,167.9,0.0,43.4,8,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,325.1,0.0,40.0,15,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,264.2,5.8,41.2,12,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,168.3,1.7,40.1,8,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,334.8,0.0,41.8,15,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_UKWA_08,ZONE_UKW_02,Daily_Aggregate,290.0,289.4,0.6,40.1,13,Completed,0.0,2025-12-07T22:00:00Z
2025-12-07,MINE_UKWA_08,ZONE_UKW_03,Daily_Aggregate,190.0,149.3,40.7,38.6,7,Postponed_Rain,2.4,2025-12-07T22:00:00Z
2025-12-08,MINE_GUMGAON_02,ZONE_GMG_01,Daily_Aggregate,220.0,230.4,0.0,39.9,10,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_GUMGAON_02,ZONE_GMG_02,Daily_Aggregate,260.0,184.1,75.9,41.5,8,Completed,0.6,2025-12-08T22:00:00Z
2025-12-08,MINE_GUMGAON_02,ZONE_GMG_03,Daily_Aggregate,180.0,181.2,0.0,41.9,8,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_TIRODI_03,ZONE_TRD_01,Daily_Aggregate,340.0,349.3,0.0,40.5,16,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_TIRODI_03,ZONE_TRD_02,Daily_Aggregate,380.0,383.6,0.0,40.3,17,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_TIRODI_03,ZONE_TRD_03,Daily_Aggregate,200.0,207.8,0.0,41.0,9,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_DONGRI_04,ZONE_DGB_01,Daily_Aggregate,480.0,488.4,0.0,41.4,22,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_DONGRI_04,ZONE_DGB_02,Daily_Aggregate,510.0,324.1,185.9,42.5,15,Completed,0.8,2025-12-08T22:00:00Z
2025-12-08,MINE_DONGRI_04,ZONE_DGB_03,Daily_Aggregate,240.0,236.5,3.5,40.7,11,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_DONGRI_04,ZONE_DGB_04,Daily_Aggregate,60.0,61.3,0.0,43.4,3,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_KANDRI_05,ZONE_KND_01,Daily_Aggregate,290.0,279.5,10.5,42.0,13,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_KANDRI_05,ZONE_KND_02,Daily_Aggregate,240.0,120.2,119.8,37.1,5,Suspended_Pit_Inundation,4.0,2025-12-08T22:00:00Z
2025-12-08,MINE_KANDRI_05,ZONE_KND_03,Daily_Aggregate,150.0,154.6,0.0,43.6,7,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_MANSAR_06,ZONE_MSR_01,Daily_Aggregate,280.0,274.2,5.8,41.7,12,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_MANSAR_06,ZONE_MSR_02,Daily_Aggregate,230.0,222.3,7.7,42.8,10,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_MANSAR_06,ZONE_MSR_03,Daily_Aggregate,160.0,101.9,58.1,39.3,5,Completed,0.3,2025-12-08T22:00:00Z
2025-12-08,MINE_CHIKLA_07,ZONE_CHK_01,Daily_Aggregate,310.0,300.2,9.8,43.2,14,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_CHIKLA_07,ZONE_CHK_02,Daily_Aggregate,270.0,273.8,0.0,39.8,12,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_CHIKLA_07,ZONE_CHK_03,Daily_Aggregate,170.0,207.1,0.0,41.7,9,Completed,0.0,2025-12-08T22:00:00Z
2025-12-08,MINE_UKWA_08,ZONE_UKW_01,Daily_Aggregate,330.0,345.2,0.0,41.8,16,Completed,0.0,2025-12-08T22:00:00Z
